button_id,event_id,button_text,button_type,outcome_type,outcome_value,outcome_amount,loyalty_change,tile_effect,army_effect,next_event_id,prerequisite_flag
VP_BATTLEFIELD_BTN1,VP_BATTLEFIELD,Stand Beside Them,standard,morale_boost,,20,,,,,
VP_BATTLEFIELD_BTN2,VP_BATTLEFIELD,More Than Standing Beside Them,explicit,morale_boost,,30,,,,,
VP_PRE_ELECTION_BTN1,VP_PRE_ELECTION,Accept Their Decision — They Deserve to Choose,standard,set_flag,vp_declined_candidacy,0,,,,,
VP_PRE_ELECTION_BTN2,VP_PRE_ELECTION,Convince Them to Stay In the Race,explicit,morale_boost,,20,,,,,
VP_SACRIFICE_BTN1,VP_SACRIFICE,Accept the Resignation,standard,set_flag,vp_resigned,0,,,,,
VP_SACRIFICE_BTN2,VP_SACRIFICE,Refuse — The Republic Needs Them,standard,loyalty_change,vp_faction,10,,,,,
VP_SOLIDARITY_BTN1,VP_SOLIDARITY,Hear What They Think,standard,morale_boost,,15,,,,,
VP_SOLIDARITY_BTN2,VP_SOLIDARITY,Let Them Know It Was For Them Too,standard,loyalty_change,vp_faction,10,,,,,
VP_LEGACY_BTN1,VP_LEGACY,Read It Together,standard,claim_change,,1,,,,,
VP_LEGACY_BTN2,VP_LEGACY,This Has Always Been Personal,explicit,morale_boost,,30,,,,,
UK_BUILDUP_BTN1,UK_BUILDUP_01,Alert All Command Posts,standard,set_flag,uk_buildup_known,0,,,,,
UK_BUILDUP_BTN2,UK_BUILDUP_01,Contact Ottawa — We May Not Be Alone,standard,set_flag,uk_buildup_known,0,,,,,
UK_DECL_BTN1,UK_DECLARATION_01,Deploy All Available Forces,standard,set_flag,uk_declared_war,0,,,,,
UK_DECL_BTN2,UK_DECLARATION_01,Dispatch Emergency Contact to Ottawa,standard,set_flag,uk_declared_war,0,,,,,
CAN_CALL_BTN1,CAN_CALL_01,Acknowledge the Broken Alliance — We Start Fresh,standard,set_flag,can_contact,0,,,,,
CAN_CALL_BTN2,CAN_CALL_01,All for One as They Say — The Republic Stands Alone,standard,set_flag,can_rejected,0,,,,,
CAN_PENOIT_BTN1,CAN_PENOIT_01,Accept All Four Conditions,standard,set_flag,can_penoit_agreed,0,,,,,
CAN_PENOIT_BTN2,CAN_PENOIT_01,Negotiate — Personal Meetings Are Complicated,standard,set_flag,can_penoit_negotiating,0,,,,,
CAN_CLEARWATER_BTN1,CAN_CLEARWATER_01,Answer Honestly — Yes I Believe It,standard,set_flag,can_clearwater_warm,0,,,,,
CAN_CLEARWATER_BTN2,CAN_CLEARWATER_01,Answer the Way the Question Was Really Asked,sensual,set_flag,can_clearwater_close,0,,,,,
CAN_JOINT_OPS_BTN1,CAN_JOINT_OPS_01,Act on the Intelligence Window Together,standard,resource_change,weapons,20,,,,,
CAN_JOINT_OPS_BTN2,CAN_JOINT_OPS_01,The Full Joint Operation — All Three Committed,explicit,morale_boost,,25,,,,,
CAN_SUMMIT_BTN1,CAN_SUMMIT_01,Sign the Framework Agreement,standard,set_flag,can_summit_complete,0,,,,,
CAN_SUMMIT_BTN2,CAN_SUMMIT_01,The Full Ottawa Summit — All Diplomatic Protocols Observed,explicit,set_flag,can_summit_complete,0,,,,,
CAN_ALLIANCE_BTN1,CAN_ALLIANCE_SIGNED,Formalize the Continental Defense Alliance,standard,form_alliance,CA,0,,,,,
CAN_ALLIANCE_BTN2,CAN_ALLIANCE_SIGNED,The Full Ratification Ceremony — All Three in Agreement,explicit,form_alliance,CA,0,,,,,
CAN_ALLIANCE_INTIMATE_BTN1,CAN_ALLIANCE_SIGNED_INTIMATE,Continue,standard,nothing,,0,,,,,
CAN_PEACE_BTN1,CAN_PEACE_01,Mark This Moment Together,standard,morale_boost,,20,,,,,
CAN_PEACE_BTN2,CAN_PEACE_01,The Full Continental Peace Proceedings,explicit,morale_boost,,40,,,,,
CAN_ELECTION_BTN1,CAN_ELECTION_LUCK,Thank Her — The Alliance Made This Possible,standard,election_pressure_change,,10,,,,,
CAN_ELECTION_BTN2,CAN_ELECTION_LUCK,Say the Thing That Cannot Be Said After the Results,sensual,election_pressure_change,,15,,,,,
CA_PROT_01_S_BTN1,CA_PROT_01_SUMMON,Authorize Clear-Water's Entry — Formally Acknowledge the Wendigo,standard,trigger_event,CA_PROT_01_TAME,0,,,,,
CA_PROT_01_S_BTN2,CA_PROT_01_SUMMON,Request DMA Field Team Deployment — Observe from Perimeter,standard,trigger_event,CA_PROT_01_TAME,0,,,,,
CA_PROT_01_T_BTN1,CA_PROT_01_TAME,File the DMA Accord — Corridor Is Open,standard,set_flag,ca_prot_01_tame,0,,,,CA_PROT_01_AGREE,
CA_PROT_01_T_BTN2,CA_PROT_01_TAME,Formally Accept Clear-Water's Dispatch — What the Forest Said,standard,set_flag,ca_prot_01_tame,0,,,,CA_PROT_01_AGREE,
CA_PROT_01_A_BTN1,CA_PROT_01_AGREE,Enter the Accord in the Joint Ledger — The Corridor Holds,standard,set_flag,ca_prot_01_agreed,0,,,,,
CA_PROT_01_A_BTN2,CA_PROT_01_AGREE,The Full Meeting with Jessica Afterward — What She Wasn't Putting in Dispatches,explicit,set_flag,ca_prot_01_agreed,0,,,,,
CA_PROT_02_S_BTN1,CA_PROT_02_SUMMON,Dispatch DMA Liaison — Walk the River Road with Clear-Water,standard,trigger_event,CA_PROT_02_TAME,0,,,,,
CA_PROT_02_S_BTN2,CA_PROT_02_SUMMON,Acknowledge the Sentinel — Issue Formal DMA Notice,standard,trigger_event,CA_PROT_02_TAME,0,,,,,
CA_PROT_02_T_BTN1,CA_PROT_02_TAME,File the Road Accord — The Wolf Knows Whose Road It Is,standard,set_flag,ca_prot_02_tame,0,,,,CA_PROT_02_AGREE,
CA_PROT_02_T_BTN2,CA_PROT_02_TAME,Formally Accept Clear-Water's Debrief — What Happened on the Road,standard,set_flag,ca_prot_02_tame,0,,,,CA_PROT_02_AGREE,
CA_PROT_02_A_BTN1,CA_PROT_02_AGREE,Issue DMA Acknowledgment to the Sentinel — File in Joint Ledger,standard,set_flag,ca_prot_02_agreed,0,,,,,
CA_PROT_02_A_BTN2,CA_PROT_02_AGREE,The Night the Wolf Stopped Running — What Clear-Water Told You Privately,explicit,set_flag,ca_prot_02_agreed,0,,,,,
CA_PROT_03_S_BTN1,CA_PROT_03_SUMMON,Request Maliseet Council Navigation Protocols — Acknowledge the Lights,standard,trigger_event,CA_PROT_03_TAME,0,,,,,
CA_PROT_03_S_BTN2,CA_PROT_03_SUMMON,Dispatch Continental Naval Liaison to Saint John — Observe Marsh Approaches,standard,trigger_event,CA_PROT_03_TAME,0,,,,,
CA_PROT_03_T_BTN1,CA_PROT_03_TAME,Distribute Navigation Protocols to Continental Fleet — File the Accord,standard,set_flag,ca_prot_03_tame,0,,,,CA_PROT_03_AGREE,
CA_PROT_03_T_BTN2,CA_PROT_03_TAME,Issue DMA Field Commendation — The Marsh Did Its Job,standard,set_flag,ca_prot_03_tame,0,,,,CA_PROT_03_AGREE,
CA_PROT_03_A_BTN1,CA_PROT_03_AGREE,Enter the Navigation Accord in the Maritime Ledger — Lights Are Ours,standard,set_flag,ca_prot_03_agreed,0,,,,,
CA_PROT_03_A_BTN2,CA_PROT_03_AGREE,The Night Jessica Walked You Through the Marsh Herself to Show You What the Lights Mean,sensual,set_flag,ca_prot_03_agreed,0,,,,,
CA_PROT_04_S_BTN1,CA_PROT_04_SUMMON,Request Anishinaabe Liaison Council — Arrange the Ceremony,standard,trigger_event,CA_PROT_04_TAME,0,,,,,
CA_PROT_04_S_BTN2,CA_PROT_04_SUMMON,Dispatch DMA Field Team to Barrie — Observe and Report,standard,trigger_event,CA_PROT_04_TAME,0,,,,,
CA_PROT_04_T_BTN1,CA_PROT_04_TAME,File the Crossing Accord — Lake Simcoe Is Open,standard,set_flag,ca_prot_04_tame,0,,,,CA_PROT_04_AGREE,
CA_PROT_04_T_BTN2,CA_PROT_04_TAME,Formally Accept the Ceremony Report — What Happened in Those 30 Minutes,standard,set_flag,ca_prot_04_tame,0,,,,CA_PROT_04_AGREE,
CA_PROT_04_A_BTN1,CA_PROT_04_AGREE,Employ the Anishinaabe Liaison Council at DMA Pay Rates — File the Full Accord,standard,set_flag,ca_prot_04_agreed,0,,,,,
CA_PROT_04_A_BTN2,CA_PROT_04_AGREE,What Jessica Said Afterward About Why This One Required the Republic to Apologize First,explicit,set_flag,ca_prot_04_agreed,0,,,,,
CA_PROT_05_S_BTN1,CA_PROT_05_SUMMON,Authorize the Acknowledgment Document — Read It in Trois-Pistoles,standard,trigger_event,CA_PROT_05_TAME,0,,,,,
CA_PROT_05_S_BTN2,CA_PROT_05_SUMMON,Dispatch DMA Special Envoy to Quebec — Engage the Local Record,standard,trigger_event,CA_PROT_05_TAME,0,,,,,
CA_PROT_05_T_BTN1,CA_PROT_05_TAME,File the Historical Acknowledgment — The Cage Has Stopped Swinging,standard,set_flag,ca_prot_05_tame,0,,,,CA_PROT_05_AGREE,
CA_PROT_05_T_BTN2,CA_PROT_05_TAME,Review the DMA Operational Report — Three Crown Officers Sleeping Worse,standard,set_flag,ca_prot_05_tame,0,,,,CA_PROT_05_AGREE,
CA_PROT_05_A_BTN1,CA_PROT_05_AGREE,Enter the Accord in the Joint Ledger — Three Garrisons Abandoned,standard,set_flag,ca_prot_05_agreed,0,,,,,
CA_PROT_05_A_BTN2,CA_PROT_05_AGREE,What Jessica Told You About What Corriveau Actually Wanted to Say — The Thing Not in the Dispatches,explicit,set_flag,ca_prot_05_agreed,0,,,,,
CA_PROT_06_S_BTN1,CA_PROT_06_SUMMON,Request Mi'kmaq Elder Council — Establish the Ceremony,standard,trigger_event,CA_PROT_06_TAME,0,,,,,
CA_PROT_06_S_BTN2,CA_PROT_06_SUMMON,Dispatch DMA Field Team to Moncton — Document What Exists Wrong,standard,trigger_event,CA_PROT_06_TAME,0,,,,,
CA_PROT_06_T_BTN1,CA_PROT_06_TAME,File the Corridor Distinction — Continental Lines in Second Category,standard,set_flag,ca_prot_06_tame,0,,,,CA_PROT_06_AGREE,
CA_PROT_06_T_BTN2,CA_PROT_06_TAME,Formally Acknowledge the Mi'kmaq Council — Stop Calling It a Natural Force,standard,set_flag,ca_prot_06_tame,0,,,,CA_PROT_06_AGREE,
CA_PROT_06_A_BTN1,CA_PROT_06_AGREE,Formalize the Mi'kmaq Council Accord — Working Relationship Established,standard,set_flag,ca_prot_06_agreed,0,,,,,
CA_PROT_06_A_BTN2,CA_PROT_06_AGREE,The Private Briefing — What Clear-Water Told You About Why the Carcajou Actually Accepted the Accord,explicit,set_flag,ca_prot_06_agreed,0,,,,,
CA_PROT_07_S_BTN1,CA_PROT_07_SUMMON,Contact the Habitant Network — Request an Introduction,standard,trigger_event,CA_PROT_07_TAME,0,,,,,
CA_PROT_07_S_BTN2,CA_PROT_07_SUMMON,Dispatch DMA Liaison to Deep River — Find Marc Penoit,standard,trigger_event,CA_PROT_07_TAME,0,,,,,
CA_PROT_07_T_BTN1,CA_PROT_07_TAME,File the River Accord — Continental Dispatches Moving at Speed,standard,set_flag,ca_prot_07_tame,0,,,,CA_PROT_07_AGREE,
CA_PROT_07_T_BTN2,CA_PROT_07_TAME,Review Penoit's Contract Document — Write It So You Understand What You're Agreeing To,standard,set_flag,ca_prot_07_tame,0,,,,CA_PROT_07_AGREE,
CA_PROT_07_A_BTN1,CA_PROT_07_AGREE,Enter the Renegotiated Bargain in the Joint Ledger — Night Mail Secured,standard,set_flag,ca_prot_07_agreed,0,,,,,
CA_PROT_07_A_BTN2,CA_PROT_07_AGREE,The Night Marc Penoit Took You on the River and Told You the Full Story of How He Secured the Canoe for the Republic,sensual,set_flag,ca_prot_07_agreed,0,,,,,
CA_PROT_08_S_BTN1,CA_PROT_08_SUMMON,Commission DMA Historical Investigation — Verify Champlain's Account,standard,trigger_event,CA_PROT_08_TAME,0,,,,,
CA_PROT_08_S_BTN2,CA_PROT_08_SUMMON,Consult Mi'kmaq Council on Sacred Site Status — Begin Investigation,standard,trigger_event,CA_PROT_08_TAME,0,,,,,
CA_PROT_08_T_BTN1,CA_PROT_08_TAME,File the Repatriation Record — Objects Returned. Bay Quiet.,standard,set_flag,ca_prot_08_tame,0,,,,CA_PROT_08_AGREE,
CA_PROT_08_T_BTN2,CA_PROT_08_TAME,Issue Continental Legal Authority Certificate — Crown Custody Contested,standard,set_flag,ca_prot_08_tame,0,,,,CA_PROT_08_AGREE,
CA_PROT_08_A_BTN1,CA_PROT_08_AGREE,Classify the Gougou as Active Strategic Asset — Issue Maritime Permits,standard,set_flag,ca_prot_08_agreed,0,,,,,
CA_PROT_08_A_BTN2,CA_PROT_08_AGREE,What Jessica Told You About the Gougou's Real Name — and What It Cost Her to Learn It,explicit,set_flag,ca_prot_08_agreed,0,,,,,
GEORGE_PEACE_BTN1,GEORGE_PEACE_01,Accept His Majesty's Terms — The War Ends Here,standard,george_peace_accept,,0,,,,,
GEORGE_PEACE_BTN2,GEORGE_PEACE_01,Decline — The Republic Does Not Negotiate on the Crown's Schedule,standard,george_peace_reject,,0,,,,,
PEACE_ALLIED_BTN1,PEACE_ALLIED_01,Sign the Treaty — The Crown Departs the Continent,standard,set_flag,peace_allied_signed,0,,,,,
PEACE_ALLIED_BTN2,PEACE_ALLIED_01,The Night After the Peace Was Signed — Ualani Carlisle and Jessica Commanda Odjick Celebrate Alone,sensual,set_flag,peace_allied_signed,0,,,,,
PEACE_USA_BTN1,PEACE_USA_01,Sign the Treaty — The Republic Stands,standard,set_flag,peace_usa_signed,0,,,,,
PEACE_USA_BTN2,PEACE_USA_01,Ualani Carlisle Marks the End of the War in Her Own Way — Alone in the President's Office at Dawn,sensual,set_flag,peace_usa_signed,0,,,,,
PEACE_CA_BTN1,PEACE_CA_AI_01,Forward the Dispatch to Washington — Canada Has Made Its Choice,standard,set_flag,peace_ca_signed,0,,,,,
PEACE_CA_BTN2,PEACE_CA_AI_01,Send Congratulations to Clear-Water — The Alliance Holds,standard,set_flag,peace_ca_signed,0,,,,,
GOV_LOYAL_ARC_01_BTN1,GOV_LOYAL_ARC_01,Accept the Catch Report — Four Turns of Food to the Larder,standard,tile_yield,food,4,,,,,
GOV_LOYAL_ARC_02_BTN1,GOV_LOYAL_ARC_02,Log the Strike — Five Turns of Metal Delivered,standard,tile_yield,metal,5,,,,,
GOV_LOYAL_ARC_03_BTN1,GOV_LOYAL_ARC_03,File the Memo — Four Turns of Gold Recovered,standard,tile_yield,gold,4,,,,,
GOV_LOYAL_ARC_04_BTN1,GOV_LOYAL_ARC_04,Accept the Volunteers — Three Turns of Manpower,standard,tile_yield,manpower,3,,,,,
GOV_LOYAL_ARC_05_BTN1,GOV_LOYAL_ARC_05,Record the Harvest — Five Turns of Food,standard,tile_yield,food,5,,,,,
GOV_LOYAL_ARC_06_BTN1,GOV_LOYAL_ARC_06,Log the Timber — Five Turns of Wood,standard,tile_yield,wood,5,,,,,
GOV_LOYAL_ARC_07_BTN1,GOV_LOYAL_ARC_07,Accept the Recovery — Three Turns of Gold. No Questions.,standard,tile_yield,gold,3,,,,,
GOV_LOYAL_ARC_08_BTN1,GOV_LOYAL_ARC_08,Accept the Convoy — Four Turns of Food. No Paperwork.,standard,tile_yield,food,4,,,,,
GOV_LOYAL_ARC_09_BTN1,GOV_LOYAL_ARC_09,Record the Memorial — Four Turns of Culture,standard,tile_yield,culture,4,,,,,
GOV_LOYAL_ARC_10_BTN1,GOV_LOYAL_ARC_10,Accept the Scouts — Three Turns of Manpower,standard,tile_yield,manpower,3,,,,,
GOV_LOYAL_ARC_11_BTN1,GOV_LOYAL_ARC_11,Distribute the Transcript — Four Turns of Culture,standard,tile_yield,culture,4,,,,,
GOV_LOYAL_ARC_12_BTN1,GOV_LOYAL_ARC_12,Send it to the frontline — all units receive 25% manpower back,standard,all_armies_manpower_heal,,25,,,,,
GOV_LOYAL_ARC_12_BTN2,GOV_LOYAL_ARC_12,Our scholars will be very pleased — all buildings in [TILE_NAME] produce +1 science,standard,set_governor_perk,medical_science,0,,,,,
GOV_LOYAL_ARC_13_BTN1,GOV_LOYAL_ARC_13,Commission the Hull — Three Turns of Boats,standard,tile_yield,boats,3,,,,,
GOV_LOYAL_ARC_14_BTN1,GOV_LOYAL_ARC_14,Community Inspiration Builds True Beauty — 5x Culture Gift,standard,tile_yield,culture,5,,,,,
GOV_LOYAL_ARC_14_BTN2,GOV_LOYAL_ARC_14,Direct the Flock to Heroism — 1000 Manpower to National Stockpile,standard,resource_change,manpower,1000,,,,,
GOV_LOYAL_ARC_15_BTN1,GOV_LOYAL_ARC_15,Commend [COMMANDER_NAME] for Their Diligent Oversight and Eagle-Like Eyes,standard,tile_yield,gold,4,,,,,
GOV_LOYAL_ARC_15_BTN2,GOV_LOYAL_ARC_15,Someone This Good at Finances Must Have Even More Useful Skills…,standard,corrupt_windfall,gold,10,,,,,
GOV_LOYAL_ARC_16_BTN1,GOV_LOYAL_ARC_16,Strength of Steel — Pull All Shifts,standard,state_building_level_yield,metal,10,,,,,
GOV_LOYAL_ARC_16_BTN2,GOV_LOYAL_ARC_16,Community Steel — Restructure the Foundry Floor,standard,set_governor_perk,community_steel,0,,,,,
GOV_LOYAL_ARC_17_BTN1,GOV_LOYAL_ARC_17,Refill the Ranks — Send Them Back to Their Fort,standard,tile_army_manpower_refill,,0,,,,,
GOV_LOYAL_ARC_17_BTN2,GOV_LOYAL_ARC_17,Release Them — Send Anarchists Into Crown Territory,standard,spawn_anarchist,,0,,,,,
GOV_LOYAL_ARC_18_BTN1,GOV_LOYAL_ARC_18,Seek Power — 10x Tile Magic Output Immediately,standard,tile_yield,magic,10,,,,,
GOV_LOYAL_ARC_18_BTN2,GOV_LOYAL_ARC_18,Seek Knowledge — +10 Spell Points to All Schools,standard,level_all_spell_schools,,10,,,,,
GOV_LOYAL_ARC_19_BTN1,GOV_LOYAL_ARC_19,Accept the Chest — Four Turns of Gold. Terms Undisclosed.,standard,tile_yield,gold,4,,,,,
GOV_LOYAL_ARC_21_BTN1,GOV_LOYAL_ARC_21,Loyalty to Coin Is Better Than No Loyalty at All — 50 Gold + Attack Surge,standard,gold_and_army_buff,Mercenary Zeal,10,,,,,
GOV_LOYAL_ARC_21_BTN2,GOV_LOYAL_ARC_21,These Soldiers Will Be Disciplined Like Any Other Troops — Permanent +1 Defense,standard,army_buff,Iron Discipline,9999,,,,,
GOV_LOYAL_ARC_22_BTN1,GOV_LOYAL_ARC_22,Receive the Timber — Five Turns of Wood,standard,tile_yield,wood,5,,,,,
GOV_LOYAL_ARC_23_BTN1,GOV_LOYAL_ARC_23,Accept the Muster — Four Turns of Manpower,standard,tile_yield,manpower,4,,,,,
GOV_LOYAL_ARC_24_BTN1,GOV_LOYAL_ARC_24,Record the Gathering — Four Turns of Culture,standard,tile_yield,culture,4,,,,,
GOV_LOYAL_ARC_25_BTN1,GOV_LOYAL_ARC_25,Excellent Work — Use This Momentum to Sell War Bonds,standard,tile_yield,gold,5,,,,,
GOV_LOYAL_ARC_25_BTN2,GOV_LOYAL_ARC_25,His Oration Inspires the Audience to Public Service,standard,tile_building_mandate_surge,,5,,,,,
WH_SECRET_01_BTN1,WH_SECRET_01,The Record Is Private. As It Should Be.,standard,nothing,,0,,,,,
WH_SECRET_01_BTN2,WH_SECRET_01,The Long Night of the New Year — What She Does with the Bottle and the Quiet,sensual,morale_boost,,15,,,,,
WH_SECRET_02_BTN1,WH_SECRET_02,Close the Corridor. Personal Record Only.,standard,claim_change,,1,,,,,
WH_SECRET_03_BTN1,WH_SECRET_03,Close the Window. Personal Log Entry.,standard,nothing,,0,,,,,
WH_SECRET_04_BTN1,WH_SECRET_04,Keep the Note. Private Residence Record.,standard,nothing,,0,,,,,
WH_SECRET_05_BTN1,WH_SECRET_05,Log: Personal Attendance. Duration: Two Hours. No Incidents.,standard,nothing,,0,,,,,
WH_SECRET_06_BTN1,WH_SECRET_06,The Record Stays With Her.,standard,claim_change,,1,,,,,
WH_SECRET_07_BTN1,WH_SECRET_07,The Rooftop Record Stays Off the Books.,standard,claim_change,,2,,,,,
WH_SECRET_07_BTN2,WH_SECRET_07,The Night She Decided the Republic Was Worth Fighting For — and How She Spent It,explicit,morale_boost,,30,,,,,
WH_SECRET_08_BTN1,WH_SECRET_08,The Morning Is Personal. The Briefing Can Wait.,standard,nothing,,0,,,,,
WH_SECRET_09_BTN1,WH_SECRET_09,No Public Statement on the Accuracy of Civilian Costumes.,standard,nothing,,0,,,,,
WH_SECRET_10_BTN1,WH_SECRET_10,The Letter Is Personal. The Response Is Pending.,standard,nothing,,0,,,,,
WH_SECRET_10_BTN2,WH_SECRET_10,What Ualani Writes Back — and What She Does Not Put in the Letter but Means,sensual,nothing,,0,,,,,
WH_SECRET_11_BTN1,WH_SECRET_11,The Table Record Stays in the Kitchen.,standard,resource_change,food,40,,,,,
WH_SECRET_12_BTN1,WH_SECRET_12,The Window Light Stays On.,standard,nothing,,0,,,,,
WH_SECRET_12_BTN2,WH_SECRET_12,The Night the President Spent Christmas Alone in the White House — and Was Not Quite Alone,sensual,morale_boost,,20,,,,,
CHALCH_SUMMON_BTN1,CHALCH_SUMMON,Accept the Pact with the Jade Turkey,standard,nothing,,0,,,,,
CHALCH_SUMMON_BTN2,CHALCH_SUMMON,Attempt to Ignore the Jade Turkey (It Is Still There),standard,nothing,,0,,,,,
CHALCH_Q1_BTN1,CHALCH_Q1,Present the Granaries to the Jade Turkey,standard,resource_change,food,30,,,,,
CHALCH_Q2_BTN1,CHALCH_Q2,Fill the Stockpile as Demanded,standard,resource_change,food,50,,,,,
CHALCH_Q3_BTN1,CHALCH_Q3,Show the Turkey God Five Farms,standard,resource_change,food,40,,,,,
CHALCH_AGREE_BTN1,CHALCH_AGREE,Accept the Jade Turkey's Protection,standard,resource_change,food,100,,,,,
ARC_01_FIRST_BTN1,ARC_01_FIRST,Promote [COMMANDER_NAME] to Second Rank,standard,promote_commander,,0,,,,,
ARC_01_DONE_BTN1,ARC_01_DONE,Invite the General to Washington,standard,promote_commander,,0,,,,,
ARC_02_FIRST_BTN1,ARC_02_FIRST,Promote [COMMANDER_NAME] to Second Rank,standard,promote_commander,,0,,,,,
ARC_02_DONE_BTN1,ARC_02_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_02_DONE_BTN2,ARC_02_DONE,A Appalachian Miner's Work Deserves Its Reward,standard,resource_change,metal,20,,,,,
ARC_03_FIRST_BTN1,ARC_03_FIRST,Promote [COMMANDER_NAME] to Second Rank,standard,promote_commander,,0,,,,,
ARC_03_DONE_BTN1,ARC_03_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_03_DONE_BTN2,ARC_03_DONE,An Ivy League Dropout's Work Deserves Its Reward,standard,resource_change,gold,25,,,,,
ARC_03_HONORARY_BTN1,ARC_03_HONORARY,Dedicated to the War Effort — +1000 Manpower,standard,resource_change,manpower,1000,,,,,
ARC_03_HONORARY_BTN2,ARC_03_HONORARY,Dedicated to the Sciences — +100 Science,standard,resource_change,science,100,,,,,
ARC_04_FIRST_BTN1,ARC_04_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_04_DONE_BTN1,ARC_04_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_04_DONE_BTN2,ARC_04_DONE,A Seminole Fighter's Work Deserves Its Reward,standard,resource_change,manpower,15,,,,,
ARC_05_FIRST_BTN1,ARC_05_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_05_DONE_BTN1,ARC_05_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_05_DONE_BTN2,ARC_05_DONE,A Green Mountain Farmer's Work Deserves Its Reward,standard,resource_change,food,30,,,,,
ARC_06_FIRST_BTN1,ARC_06_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_06_DONE_BTN1,ARC_06_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_06_DONE_BTN2,ARC_06_DONE,A Chesapeake Shipwright's Work Deserves Its Reward,standard,resource_change,wood,20,,,,,
ARC_07_FIRST_BTN1,ARC_07_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_07_DONE_BTN1,ARC_07_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_07_DONE_BTN2,ARC_07_DONE,A Loyalist Turncoat's Work Deserves Its Reward,standard,resource_change,gold,15,,,,,
ARC_08_FIRST_BTN1,ARC_08_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_08_DONE_BTN1,ARC_08_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_08_DONE_BTN2,ARC_08_DONE,A Tobacco Belt Drifter's Work Deserves Its Reward,standard,resource_change,food,15,,,,,
ARC_09_FIRST_BTN1,ARC_09_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_09_DONE_BTN1,ARC_09_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_09_DONE_BTN2,ARC_09_DONE,A War Widow's Work Deserves Its Reward,standard,resource_change,gold,20,,,,,
ARC_10_FIRST_BTN1,ARC_10_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_10_DONE_BTN1,ARC_10_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_10_DONE_BTN2,ARC_10_DONE,A Indigenous Scout's Work Deserves Its Reward,standard,resource_change,wood,15,,,,,
ARC_11_FIRST_BTN1,ARC_11_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_11_DONE_BTN1,ARC_11_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_11_DONE_BTN2,ARC_11_DONE,A Boston Rabble-Rouser's Work Deserves Its Reward,standard,resource_change,culture,25,,,,,
ARC_11_MONARCHISTS_BTN1,ARC_11_MONARCHISTS,These men will make fine soldiers — convince them to join our cause,standard,resource_change,manpower,1000,,,,,
ARC_11_MONARCHISTS_BTN2,ARC_11_MONARCHISTS,Use the loyalists against the King — extract their secrets,standard,reveal_british_tiles,,1,,,,,
ARC_12_FIRST_BTN1,ARC_12_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_12_DONE_BTN1,ARC_12_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_12_DONE_BTN2,ARC_12_DONE,A Continental Surgeon's Work Deserves Its Reward,standard,resource_change,food,25,,,,,
ARC_13_FIRST_BTN1,ARC_13_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_13_DONE_BTN1,ARC_13_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_13_DONE_BTN2,ARC_13_DONE,A Nantucket Sailor's Work Deserves Its Reward,standard,resource_change,gold,20,,,,,
ARC_14_FIRST_BTN1,ARC_14_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_14_DONE_BTN1,ARC_14_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
ARC_14_DONE_BTN2,ARC_14_DONE,A Frontier Preacher's Work Deserves Its Reward,standard,resource_change,culture,20,,,,,
ARC_15_FIRST_BTN1,ARC_15_FIRST,Field Dispatch Acknowledged.,standard,nothing,,0,,,,,
ARC_15_DONE_BTN1,ARC_15_DONE,Formally Recognize [COMMANDER_NAME]'s Service,standard,morale_boost,,20,,,,,
